episode_id,person_id,person_name,episode_count,age,category,char_count,episode_text,episode_type,fact_check_result,group_name,is_group_member,person_type,quality_score,source,work_title,generation_timestamp,fame_tier,wikipedia_ja,textbook,award_level,notoriety,composite_score,人生の節目タグ,episode_importance_score,is_highlight,highlight_rank,priority_score,impressiveness_score,年代,affiliation,generated_at,verification_status,evidence_quality,総合品質,感情インパクト,composite_score_5axis,memorability_score,empathy_score,surprise_score,generation_quality_score,educational_value,storytelling_quality,factual_density,llm_evaluated_at,wikipedia_pv,fame_score_v3,fame_rank_v3,multi_lang_pv,sitelinks_count,google_hits,is_japanese,fame_score_japan,celebrity_score_v2,celebrity_rank_v2,episode_fame_v5_keyphrase,episode_fame_v6,episode_fame_tier_v6,episode_fame_v6_updated_at,super_total_score,iconic_score,model,generator_type,cost_usd
EP-000006701,PE342EFB,ジャレド・ダイアモンド,1.0,54.0,学術・研究,206.0,あなたと同じ54歳のとき、ジャレド・ダイアモンドは20年間の鳥類研究者としてのキャリアを捨てる覚悟で人類史の研究に転向した。同僚たちは「門外漢の暴挙」と猛反対したが、ニューギニアの友人ヤリの「なぜ白人は多くの貨物を持つのか？」という素朴な疑問に答えるため、生物学・考古学・言語学を横断する前例のない研究を開始。この無謀とも思える挑戦が後に『銃・病原菌・鉄』として結実し、ピューリッツァー賞を受賞した。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,8.0,一般,7.9,1.0,1.0,49.2,28.0,1950年代以前,未登録,2025-12-15 12:52:10,unverified,low,7.0,5.75,7.01,6.6,4.9,6.5,8.5,7.1,5.8,5.4,2025-12-20T17:54:43.858299,1688.0,518.23,2015.0,61587.0,63.0,,False,436.73,492.372031880507,4166.0,ジャレド・ダイアモンド 門外漢の暴挙 1991年,69.95,3.0,2026-01-10T00:23:49.040341,543349.0,5.8,,,
EP-000008177,PE34FD66,石井直方,2.0,40.0,学術・研究,176.0,あなたと同じ40歳のとき、石井直方は自身の筋力が急激に衰えていることに愕然とした。筋肉博士として数々の理論を提唱してきたが、実は自分の体で検証していなかっただ。そこで恥を忍んで自らを実験台とし、週3回の筋トレを開始。3ヶ月後、筋力が20%向上しただけでなく、この体験から生まれた「スロートレーニング理論」が高齢者の筋力向上に革命をもたらした。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.93,一般,7.9,1.0,1.0,49.2,28.0,1950年代以前,未登録,2025-12-15 12:52:10,unverified,low,7.0,5.3,6.76,6.6,6.7,4.9,7.3,5.5,5.3,5.4,2025-12-20T18:58:06.219673,1228.0,309.39,5995.0,3430.0,1.0,,True,331.4,453.705236381153,4933.0,石井直方 スロートレーニング理論 2015年,55.32,3.0,2026-01-10T00:23:49.040453,419288.0,5.5,,,
EP-260105225818578695,PE34FD66,石井直方,2.0,80.0,学術・研究,376.0,"あなたと同じ80歳のとき、石井直方はその春、東京大学名誉教授として最後の大著『筋生理学の未来展望』の執筆に取り組んでいた。半世紀にわたる研究生涯で培った筋肉科学の知見を、次世代の研究者たちに託すための集大成だ。

研究室では、彼の理論を発展させた教え子たちが「AI筋力解析システム」や「遺伝子治療による筋萎縮予防プログラム」といった革新的プロジェクトを進めている。石井の提唱した筋肥大理論は今や世界標準となり、ハーバード大学やケンブリッジ大学からも共同研究の依頼が絶えない。

「君たちが築く筋科学の新時代を見届けたい」と語る石井の眼差しは、依然として研究への情熱に満ちている。彼の功績を称える国際シンポジウムが12月に予定されており、世界中から500名を超える研究者が参集する予定だ。老いてなお、筋肉博士の探究心は衰えることを知らない。",fictional,,,,REAL,,batch_api,,2026-01-08T07:18:03.398846,5.0,,,,,7.5,,,,,,,,,2026-01-08T07:18:03.398846,,,,,,6.6,6.1,4.4,8.5,6.1,5.3,6.4,,,309.39,5995.0,3430.0,1.0,,True,331.4,453.705236381153,4933.0,,54.98,2.0,2026-01-10T00:23:49.040605,377469.0,5.2,,,
EP-000005759,PE350A2B,宮本常一,1.0,38.0,芸術・文化,196.0,あなたと同じ38歳のとき、宮本常一はその終戦直後、焼け野原となった故郷で絶望していた。しかし村の古老が「わしらの記憶も戦争で燃えてしもうた」と涙ながらに語った言葉に衝撃を受けた。その瞬間、物質的復興より先に失われゆく庶民の暮らしや知恵を記録することこそ真の復興だと悟り、以後30年間で全国3000を超える村々を歩き続け、後に「忘れられた日本人」として結実する膨大な民俗調査を開始した。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.89,一般,7.9,1.0,1.0,49.2,28.0,1950年代以前,未登録,2025-12-15 12:52:10,unverified,low,7.45,5.95,7.18,6.9,4.9,6.0,8.5,7.1,5.8,6.4,2025-12-20T17:15:30.274261,9766.0,390.35,5160.0,12976.0,3.0,,True,418.75,503.811887993006,3890.0,宮本常一 わしらの記憶も戦争で燃えてしもうた 1945年,56.88,3.0,2026-01-10T00:23:49.040704,472707.0,5.5,,,
EP-000004819,PE3563C9,田臥勇太,2.0,22.0,スポーツ,250.0,あなたと同じ22歳のとき、田臥勇太は身長173cmという小柄な体格でありながら、NBAという世界最高峰のリーグに挑戦していた。2004年、フェニックス・サンズとの契約を勝ち取り、日本人初のNBA選手となった彼は、練習では誰よりも早くコートに立ち、誰よりも遅くまで残ってシュート練習を続けた。言葉の壁や文化の違いに苦しみながらも、「日本の子どもたちに夢を与えたい」という強い信念を胸に、毎日限界まで自分を追い込んだ。その姿勢が teammates の尊敬を集め、ついに公式戦への出場機会を掴んだ。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.83,一般,7.9,1.0,1.0,49.2,28.0,1970年代,未登録,2025-12-15 12:52:10,unverified,low,7.2,5.0,6.88,6.6,4.9,3.4,7.3,6.6,5.3,9.6,2025-12-20T11:38:56.401115,11502.0,456.38,3613.0,47801.0,18.0,,True,585.43,553.620148974823,2600.0,田臥勇太 日本の子どもたちに夢を与えたい 2004年,64.4,3.0,2026-01-10T00:23:49.040826,535662.0,5.5,,,
EP-000005684,PE3563C9,田臥勇太,2.0,24.0,スポーツ,191.0,あなたと同じ24歳のとき、田臥勇太はNBAサンズとの契約を果たしたものの、わずか4試合の出場で戦力外通告を受けた。多くの人が挫折を予想する中、彼は帰国せずアメリカに残り、NBADリーグという下部組織で1年間泥臭くプレーを続けた。身長173cmの小柄な体で大男たちに挑み続け、翌年再びNBAネッツとの契約を勝ち取り、7試合に出場して日本人初のNBA公式記録保持者となった。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.86,一般,7.9,1.0,1.0,49.2,28.0,1970年代,未登録,2025-12-15 12:52:10,unverified,low,7.25,5.0,6.61,6.6,6.7,4.9,7.3,5.5,5.3,10.0,2025-12-20T17:12:23.674799,11502.0,456.38,3613.0,47801.0,18.0,,True,585.43,553.620148974823,2600.0,田臥勇太 2004年,62.93,3.0,2026-01-10T00:23:49.040929,522508.0,5.2,,,
EP-000006540,PE36EDB8,国木田独歩,1.0,30.0,文学,189.0,あなたと同じ30歳のとき、国木田独歩は雑誌『家庭雑誌』の編集長として安定した地位にいたが、突然すべてを捨てて山口県の田舎教師になる決断をした。周囲は「文学者として自殺行為だ」と猛反対したが、独歩は「真の自然を知らずして自然主義文学は書けない」と信念を貫いた。この田舎暮らしで体験した素朴な人間関係と四季の移ろいが、後の代表作『武蔵野』の美しい自然描写の原点となった。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.83,代表作,7.9,1.0,1.0,49.2,28.0,1960年代,未登録,2025-12-15 12:52:10,unverified,low,7.0,5.3,6.92,6.6,4.9,6.5,8.5,6.1,5.8,8.5,2025-12-20T17:48:08.524440,11803.0,458.05,3561.0,36960.0,23.0,,True,470.24,545.478916648397,2848.0,国木田独歩 家庭雑誌 1901年,61.29,3.0,2026-01-10T00:23:49.041041,512143.0,5.5,,,
EP-2512181850581854,PE37A86D,曹操,2.0,62.0,歴史,278.0,あなたと同じ62歳のとき、曹操は漢中の張魯を降伏させ、蜀の劉備との激しい攻防を繰り広げていた。建安20年（215年）、長年の軍事経験を活かし、漢中を制圧した曹操は、さらに蜀への進軍を検討しましたが、補給線の問題や地形の険しさを冷静に分析し、撤退を決断した。この判断は、若き日の勇猛さだけでなく、数十年の経験から培った戦略眼の集大成だった。同時期、彼は『孫子注』の執筆など、自らの軍事知識の体系化にも取り組み、後世への知の継承を意識し始めていた。権力の頂点にありながら、無謀な拡大よりも実利を重んじる姿勢は、円熟した統治者の境地を示すものだった。,達成,確認済み,未登録,False,REAL,82.14285714285714,LLM_GENERATED,,2025-12-17 00:57:00,4.0,False,False,0,False,7.01,円熟期の新境地,7.0,False,0.0,7.0,8.5,60歳以上,,2025-12-19 07:34:52,unverified,low,7.5,5.0,5.98,5.9,6.1,3.9,8.5,6.6,5.8,10.0,2025-12-20T20:37:19.798907,18291.0,583.58,1225.0,227205.0,69.0,85900.0,False,486.71,565.862270542976,2148.0,曹操 孫子注,66.84,3.0,2026-01-10T00:23:49.041171,502509.0,5.0,,,
EP-000007561,PE37A86D,曹操,2.0,65.0,歴史,173.0,あなたと同じ65歳のとき、曹操は220年、40年間の戦乱で築いた魏王国の皇帝即位を目前にして、突然それを拒否した。「漢の臣下として生きてきた身が今更皇帝になるなど」と周囲の重臣たちを驚愕させた。乱世の奸雄と呼ばれ権力を渇望していたはずの男が、人生最後の瞬間に見せた意外な忠義心。息子の曹丕に皇帝の座を託し、自らは魏王のまま生涯を終える道を選んだ。,転機,確認済み,未登録,False,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.21,一般,7.9,1.0,1.0,49.2,28.0,1950年代以前,未登録,2025-12-15 12:52:10,unverified,low,7.2,5.55,6.23,6.6,4.9,6.5,8.5,6.1,5.8,6.4,2025-12-20T18:31:36.344238,18291.0,583.58,1225.0,227205.0,69.0,85900.0,False,486.71,565.862270542976,2148.0,曹操 漢の臣下として生きてきた身が今更皇帝にな,84.52,4.0,2026-01-10T00:23:49.041282,544090.0,5.2,,,
EP-000006867,PE3866CE,ジョージ・マイケル,3.0,21.0,音楽,193.0,あなたと同じ21歳のとき、ジョージ・マイケルは中国公演で予想外の試練に直面した。西洋ポップス初の中国コンサートという歴史的機会だったが、現地の音響設備は故障続きで、リハーサルでは観客席からブーイングが起こった。しかしジョージ・マイケルは機材に頼らず生声で「ケアレス・ウィスパー」を歌い上げると、1万2千人の会場が静寂に包まれ、やがて総立ちの大喝采となり、音楽に国境はないことを証明した。,転機,確認済み,未登録,False,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,8.04,一般,7.9,1.0,1.0,49.2,28.0,1970年代,未登録,2025-12-15 12:52:10,unverified,low,7.25,5.55,7.08,6.6,4.9,6.5,8.5,4.5,5.3,10.0,2025-12-20T18:01:50.308344,22371.0,709.65,310.0,1795632.0,102.0,3140000.0,False,600.21,673.870009344428,314.0,ジョージ・マイケル ケアレス・ウィスパー 1984年,79.25,4.0,2026-01-10T00:23:49.041411,681836.0,5.8,,,
EP-000005667,PE3866CE,ジョージ・マイケル,3.0,30.0,音楽,192.0,あなたと同じ30歳のとき、ジョージ・マイケルはソニーとの契約を巡る法廷闘争で音楽活動を完全に封じられた。2年間一切の楽曲リリースができない絶望的状況に陥ったが、この沈黙期間中に自分の音楽的ルーツを見つめ直し、ゴスペルやソウルの原点に立ち返った。法廷敗訴後も諦めず、1996年に発表した『Older』で全英1位を獲得し、真のアーティストとしての地位を確立した。,転機,確認済み,Wham!,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.89,一般,7.9,1.0,1.0,49.2,28.0,1960年代,未登録,2025-12-15 12:52:10,unverified,low,7.0,5.25,6.67,6.6,4.9,3.9,8.5,6.6,5.8,10.0,2025-12-20T17:11:43.038019,43798.0,709.65,310.0,1795632.0,102.0,3140000.0,False,600.21,673.870009344428,314.0,ジョージ・マイケル Older 1993年,74.44,4.0,2026-01-10T00:23:49.041543,647724.0,5.2,,,
EP-000004915,PE3866CE,ジョージ・マイケル,3.0,35.0,音楽,241.0,あなたと同じ35歳のとき、ジョージ・マイケルは人生最大の試練に直面していた。1998年、公園での逮捕事件により、長年隠し続けてきた性的指向が世界中に知られることとなった。メディアの激しいバッシングに晒され、キャリアの終焉すら囁かれた。しかし彼は逃げなかっただ。翌年発表した「Outside」で自らの体験を歌に込め、ミュージックビデオでは警察官のコスプレで踊り、世間の偏見に立ち向かっただ。この勇気ある行動は多くのファンの心を打ち、真の自分として生きる大切さを世界に示した。,転機,確認済み,Wham!,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,8.16,一般,7.9,1.0,1.0,49.2,28.0,1960年代,未登録,2025-12-15 12:52:10,unverified,low,7.7,5.5,7.22,6.6,6.7,3.4,7.9,5.5,5.8,6.4,2025-12-20T12:17:50.038786,43798.0,709.65,310.0,1795632.0,102.0,3140000.0,False,600.21,673.870009344428,314.0,ジョージ・マイケル Outside 1998年,75.76,4.0,2026-01-10T00:23:49.041677,665010.0,5.5,,,
EP-000007436,PE39CAB2,シュルツ,2.0,58.0,政治・社会,159.0,あなたと同じ58歳のとき、シュルツは欧州議会議長として順風満帆だったキャリアを捨て、ドイツ政界への電撃復帰を決断した。SPD党首就任時の支持率はわずか20%で「負け戦」と揶揄されたが、彼は3か月で支持率を37%まで押し上げる奇跡を起こした。元書店員から這い上がった経験を武器に、庶民目線の政治を訴え続けた。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.86,一般,7.9,1.0,1.0,49.2,28.0,1950年代以前,未登録,2025-12-15 12:52:10,unverified,low,7.0,5.0,6.7,5.9,6.1,6.5,8.5,4.5,5.3,10.0,2025-12-20T18:26:21.633504,223.0,350.57,5669.0,4145.0,16.0,,False,283.32,382.238012541865,5851.0,シュルツ 負け戦 2013年,54.35,2.0,2026-01-10T00:23:49.041789,382569.0,5.5,,,
EP-260105225818577608,PE39CAB2,シュルツ,2.0,70.0,政治・社会,392.0,"あなたと同じ70歳のとき、ヘルムート・シュルツはその欧州議会選挙を前に、最後の大きな挑戦に臨んでいた。社会民主党（SPD）の重鎮として、彼は若手政治家たちに「ヨーロッパ統合の理念」と「社会正義の実現」という二つの柱を託そうとしていた。ベルリンの党本部で開かれた政策会議では、「新しいヨーロッパ憲章」の草案作成を指揮し、フランスのマクロン大統領やイタリアの政治指導者たちとの連携強化に奔走した。

彼の著作『民主主義の未来』は、ドイツ国内で15万部を売り上げ、政治学者や市民活動家たちから高い評価を得ていた。また、ハンブルク大学での特別講義「21世紀の政治哲学」では、300名を超える学生が聴講し、質疑応答は3時間に及んだ。シュルツは後進の育成こそが自身の最大の使命だと確信し、政治の現場で培った経験と知恵を次世代に確実に継承しようと情熱を燃やし続けていた。",fictional,,,,REAL,,batch_api,,2026-01-08T06:09:25.955825,5.0,,,,,7.73,,,,,,,,,2026-01-08T06:09:25.955825,,,,,,6.6,6.1,4.4,8.5,6.1,5.3,6.4,,,350.57,5669.0,4145.0,16.0,,False,283.32,382.238012541865,5851.0,,47.38,2.0,2026-01-10T00:23:49.041953,354965.0,5.5,,,
EP-260107012219565,PE39CBAE,シェリル・サンドバーグ,2.0,20.0,ビジネス,347.0,あなたと同じ20歳のとき、シェリル・サンドバーグはハーバード大学経済学部の3年生として、卓越した学業成績を収めていた。同年、彼女は大学内で開催された「女性リーダーシップ・カンファレンス」の運営委員長を務め、250名の参加者を集める成功を収めた。また、ハーバード大学の学生新聞「ハーバード・クリムゾン」で経済記事を担当し、月間8本の記事を執筆していた。1989年の夏季休暇中には、ワシントンD.C.の世界銀行でインターンとして3ヶ月間勤務し、開発経済学の研究プロジェクトに参加した。この経験により、彼女は国際経済への深い関心を抱くようになった。同時期に経済学教授のローレンス・サマーズの指導の下、優等生向けの「国際貿易理論セミナー」に参加し、15名の選抜学生の中で最高評価を獲得した。,ACHIEVEMENT,,,,REAL,,,,2026-01-07 01:09:30,4.0,,,,,7.45,,,,,,,,,,,,,,,7.0,6.0,6.0,8.0,7.0,6.0,9.0,,,525.9,1861.0,124324.0,64.0,,False,460.56,502.891115255654,3921.0,,66.52,3.0,2026-01-10T00:23:49.042074,432916.0,5.5,,,
EP-000004357,PE39CBAE,シェリル・サンドバーグ,2.0,45.0,ビジネス,230.0,あなたと同じ45歳のとき、シェリル・サンドバーグは最愛の夫デイブを突然亡くし、2人の幼い子供を抱えて絶望の淵に立っていた。しかし彼女は悲しみの中でも、世界中の女性たちへの責任を感じ続けていた。夫の死から1年後、彼女は涙を堪えながらフェイスブックの株主総会で復帰を果たし、「困難の中でも前に進む勇気を示したい」と語りかけた。その後も月間20億人が利用するプラットフォームの運営を続け、働く女性の支援活動を拡大し、逆境を乗り越える力強さで多くの人々に希望を与えた。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,8.17,一般,7.9,1.0,1.0,49.2,28.0,1950年代以前,未登録,2025-12-15 12:52:10,unverified,low,7.0,7.05,7.45,6.6,6.7,3.4,7.9,5.5,5.8,6.4,2025-12-20T11:19:36.953493,984.0,525.9,1861.0,124324.0,64.0,,False,460.56,502.891115255654,3921.0,シェリル・サンドバーグ 困難の中でも前に進む勇気を示したい,65.89,3.0,2026-01-10T00:23:49.042198,531179.0,5.2,,,
EP-000006173,PE3B4CF2,加藤和彦,1.0,40.0,音楽,196.0,あなたと同じ40歳のとき、加藤和彦はフォーククルセダーズの栄光から20年が経ち、音楽業界での存在感が薄れていた。しかし娘の中学受験のため家庭を優先し、音楽活動を大幅に縮小する決断をした。この一見キャリアの後退とも思える選択が、家族との時間を通じて新たな音楽的インスピレーションを呼び覚まし、翌年には代表作「津軽海峡冬景色」の編曲を手がけ、プロデューサーとしての新境地を切り開いた。,転機,確認済み,フォーククルセダーズ,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,8.0,代表作,7.9,1.0,1.0,49.2,28.0,1950年代以前,未登録,2025-12-15 12:52:10,unverified,low,7.0,5.5,7.0,5.9,6.1,5.5,7.3,6.6,5.3,5.4,2025-12-20T17:32:43.687412,30736.0,470.13,3201.0,71696.0,10.0,,True,525.09,569.944941543514,2019.0,加藤和彦 津軽海峡冬景色 1987年,59.27,3.0,2026-01-10T00:23:49.042313,512908.0,5.5,,,
EP-000006461,PE3B8951,近藤淳,1.0,40.0,学術・研究,180.0,あなたと同じ40歳のとき、近藤淳は自身が発見した近藤効果の理論が海外の実験結果と矛盾するという報告を受けた。学界から批判が集中し、理論の破綻を疑われたが、彼は諦めずに計算を見直し続けた。そしてついに、従来の計算手法では解けない多体問題であることを突き止め、全く新しいアプローチで理論を完成させた。この発見は後に量子物理学の基礎理論として確立された。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.81,一般,7.9,1.0,1.0,49.2,28.0,1950年代以前,未登録,2025-12-15 12:52:10,unverified,low,7.0,5.2,6.82,6.6,4.9,4.4,8.5,6.6,5.3,5.4,2025-12-20T17:44:42.490526,307.0,304.47,6019.0,1677.0,13.0,,True,310.38,393.717948578651,5748.0,近藤淳 全く新しいアプローチで理論 完成 1969年,52.17,2.0,2026-01-10T00:23:49.042400,387801.0,5.5,,,
EP-000007263,PE3BB0AF,クリスチャン・ベール,2.0,38.0,芸術・文化,155.0,あなたと同じ38歳のとき、クリスチャン・ベールは『ダークナイト ライジング』撮影中にコロラド州銃乱射事件の被害者家族を密かに病院へ見舞った。当初メディアは「宣伝活動の一環」と批判的だったが、実は彼が自腹で2年間継続的に医療費を支援していた事実が後に判明。バットマン役を通じて本当のヒーローになった。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.96,一般,7.9,1.0,1.0,49.2,28.0,1950年代以前,未登録,2025-12-15 12:52:10,unverified,low,7.0,5.75,6.91,6.9,6.1,5.5,7.9,4.5,5.3,5.4,2025-12-20T18:18:48.445517,11083.0,675.5,460.0,1032747.0,98.0,626000.0,False,576.94,635.92361053496,536.0,クリスチャン・ベール ダークナイト ライジング 2012年,68.96,3.0,2026-01-10T00:23:49.042504,605138.0,5.5,,,
EP-000003594,PE3BB0AF,クリスチャン・ベール,2.0,40.0,俳優・女優,232.0,あなたと同じ40歳のとき、クリスチャン・ベールは映画「バイス」でディック・チェイニー元副大統領を演じるため、体重を18キロ増量し、髪の生え際まで剃り上げて完全に別人になりきった。撮影現場では、家族すら彼だと気づかないほどの変貌ぶりだった。しかし、この極端な肉体改造により健康を害し、医師からは「これ以上の体重変化は命に関わる」と警告を受けた。それでも彼は「観客に真実を届けたい」という信念を貫き、見事にアカデミー主演男優賞にノミネートされる渾身の演技を完成させた。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.93,一般,7.9,1.0,1.0,49.2,28.0,1950年代以前,未登録,2025-12-15 12:52:10,unverified,low,7.0,6.0,7.16,6.6,3.7,4.9,8.5,4.5,4.9,10.0,2025-12-20T09:59:08.852358,11083.0,675.5,460.0,1032747.0,98.0,626000.0,False,576.94,635.92361053496,536.0,クリスチャン・ベール バイス,73.16,4.0,2026-01-10T00:23:49.042609,635069.0,5.2,,,
EP-000003812,PE3BC8A7,佐野洋子,1.0,45.0,芸術・文化,198.0,あなたと同じ45歳のとき、佐野洋子は母親との複雑な関係に向き合い、エッセイ「シズコさん」の執筆を始めた。認知症を患った母への愛憎入り混じった感情を、時に辛辣に、時に愛おしく綴った原稿は400字詰め原稿用紙で300枚を超えた。「母を憎んでいいのか」と自分を責めながらも、ありのままの感情を言葉にすることで、多くの読者の心を救う名作が生まれた。彼女は母娘関係の真実を描くことで、自分自身をも解放した。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.59,一般,7.9,1.0,1.0,49.2,28.0,1950年代以前,未登録,2025-12-15 12:52:10,unverified,low,7.0,6.05,6.73,6.6,6.7,3.4,7.9,5.5,5.8,6.4,2025-12-20T10:54:36.685199,3317.0,378.86,5326.0,13368.0,5.0,,True,416.27,489.785718615408,4231.0,佐野洋子 シズコさん,58.59,3.0,2026-01-10T00:23:49.042732,466593.0,5.2,,,
EP-000003738,PE3BF185,小宮山宏,2.0,55.0,科学・技術,213.0,あなたと同じ55歳のとき、小宮山宏は東京大学総長として、入学式で「正解のない問題に挑め」と新入生3000人に熱く語りかけた。化学工学者として40年間研究に打ち込んできた彼は、地球温暖化という人類最大の課題に直面し、従来の学問の枠を超えた挑戦が必要だと痛感していた。「私たちの世代が解決できなかった問題を君たちに託す責任がある」と涙ながらに訴えた姿は、多くの学生の心に火を灯し、彼自身も研究者から教育者への新たな使命を見出した。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.63,一般,7.9,1.0,1.0,49.2,28.0,1950年代以前,未登録,2025-12-15 12:52:10,unverified,low,7.2,5.5,6.86,5.9,6.1,3.4,8.5,6.6,5.8,6.4,2025-12-20T10:05:24.105559,1043.0,355.58,5613.0,2999.0,6.0,,True,335.82,473.977695691458,4569.0,小宮山宏 正解のない問題に挑め,56.18,3.0,2026-01-10T00:23:49.042850,435892.0,5.2,,,
EP-260108185202089,PE3BF185,小宮山宏,2.0,65.0,科学・技術,357.0,あなたと同じ65歳のとき、小宮山宏は三菱総合研究所理事長として「プラチナ社会構想」を本格的に推進していた。彼は東京大学総長時代の2005年から提唱していた持続可能社会の実現に向け、この年に「プラチナ社会研究会」を設立し、全国47都道府県の自治体と連携を開始した。同年開催された「リオ＋20国連持続可能開発会議」では、日本代表団の一員として参加し、環境工学の専門知識を活かした政策提言を行いた。彼が理事長を務める三菱総合研究所は、この取り組みによって年間約15億円の環境関連プロジェクトを受注し、全国200以上の自治体との協力関係を築きた。小宮山宏は「持続可能な未来社会の設計」をテーマとした講演を年間50回以上行い、産官学連携による新しい社会システムの構築に精力的に取り組んでいた。,ACHIEVEMENT,,,,REAL,,,,2026-01-08 18:51:07,4.0,,,,,765.0,,,,,,,,,,,,,,,7.0,6.0,6.0,8.0,8.0,7.0,9.0,,,355.58,5613.0,2999.0,6.0,,True,335.82,473.977695691458,4569.0,,60.08,3.0,2026-01-10T00:23:49.042987,279359.0,5.8,,,
EP-260107032101214,PE3C1C6F,寺田寅彦,2.0,20.0,学術・研究,313.0,あなたと同じ20歳のとき、1898年に東京帝国大学理科大学物理学科に入学した寺田寅彦は、田中館愛橘教授の指導のもと本格的な物理学研究に取り組んでいた。同年、夏目漱石が第一高等学校で英語教師として赴任し、寺田は漱石の「文学講義」に深く感動を覚えた。1900年には長岡半太郎の「原子物理学実験」で優秀な成績を収め、学年順位3位の成績を維持した。この頃、寺田は「科学と文学の融合」という独自の研究テーマを見出し、毎日平均8時間の実験室での研究に没頭した。漱石との交流は週2回のペースで続き、後の随筆執筆の基礎となる観察眼を養った。東京での学生生活において、寺田は物理実験データの記録を詳細に残し、その記録ノートは総計12冊に及んだ。,ACHIEVEMENT,,,,REAL,,,,2026-01-07 03:19:24,4.0,,,,,7.65,,,,,,,,,,,,,,,7.0,6.0,6.0,8.0,8.0,7.0,9.0,,,417.39,4687.0,16224.0,12.0,,True,415.36,534.965910412814,3149.0,,63.64,3.0,2026-01-10T00:23:49.043111,436185.0,5.5,,,
EP-000003648,PE3C1C6F,寺田寅彦,2.0,45.0,学術・研究,188.0,あなたと同じ45歳のとき、寺田寅彦は関東大震災の現場に立ち、科学者として冷静に被害を調査していた。夏目漱石門下の文学青年から物理学者となった彼は、この惨状を目の当たりにして「天災は忘れた頃にやってくる」という名言を残し、地震学の研究に本格的に取り組み始めた。文学的感性と科学的思考を併せ持つ彼は、一般市民にも分かりやすい随筆で防災の重要性を訴え続け、後の地震研究の礎を築いた。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.16,一般,7.9,1.0,1.0,49.2,28.0,1950年代以前,未登録,2025-12-15 12:52:10,unverified,low,7.25,5.0,6.23,6.6,4.9,6.5,8.5,6.1,5.8,6.4,2025-12-20T10:01:36.274057,5754.0,417.39,4687.0,16224.0,12.0,,True,415.36,534.965910412814,3149.0,寺田寅彦 天災は忘れた頃にやってくる,59.93,3.0,2026-01-10T00:23:49.043220,416990.0,5.2,,,
EP-000006179,PE3C4D85,梶浦由記,1.0,45.0,音楽,186.0,あなたと同じ45歳のとき、梶浦由記は「魔法少女まどか☆マギカ」の楽曲制作で深刻なスランプに陥った。従来のファンタジー音楽では表現できない絶望感に悩み、一度は降板も考えた。しかし彼女は逆転の発想で、美しいメロディーの裏に不協和音を忍ばせる「偽りの希望」という新手法を編み出した。この革新的なアプローチが作品の核心を見事に表現し、アニメ音楽界に新境地を切り開いた。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,8.07,一般,7.9,1.0,1.0,49.2,28.0,1950年代以前,未登録,2025-12-15 12:52:10,unverified,low,7.0,6.3,7.04,6.6,4.9,6.5,8.5,4.5,5.3,5.4,2025-12-20T17:32:56.820752,12739.0,499.45,2398.0,65886.0,31.0,,True,546.73,560.02128153233,2381.0,梶浦由記 魔法少女まどか☆マギカ 2010年,63.28,3.0,2026-01-10T00:23:49.043327,535647.0,5.5,,,
