episode_id,person_id,person_name,age,事実密度,composite_score
EP-2512074992,P7C67771,河井寛次郎,50.0,1.0,499.3
EP-2512074993,PBB0D31F,濱田庄司,55.0,1.71,480.0
EP-2512074994,PE019053,アガサ・クリスティー,45.0,2.2,573.7
EP-2512074995,P40AA4C8,ガルシア・ロルカ,35.0,2.87,541.9
EP-251130137,P31FB53E,秋本治,45.0,1.39,561.8
EP-2512074461,PFF46B6D,久保田雅人,40.0,2.87,580.9
EP-2512074462,P3511361,小山茉美,30.0,1.0,511.0
EP-2512074463,PDA89A1C,田中秀幸,35.0,2.46,525.3
EP-2512074466,PF3B6C18,野沢那智,40.0,3.46,584.4
EP-2512074468,P3E4E217,石川英郎,35.0,1.3,513.6
EP-2512074471,PC6B9A38,ビル・ゲイツ,25.0,3.08,552.4
EP-2512074473,P659FDC0,鳥山明,35.0,1.0,505.4
EP-2512074474,PD6CF0DA,岸本斉史,32.0,1.0,490.4
EP-2512074477,P11AD686,今敏,40.0,1.49,518.5
EP-2512074479,P0A11058,りんたろう,50.0,3.36,603.4
EP-2512074480,PDE2F08C,松本零士,40.0,1.0,581.5
EP-2512074859,PF1329F3,河合奈保子,22.0,2.58,608.3
EP-2512074861,PE83FEC7,綾戸智恵,40.0,1.49,492.8
EP-2512074866,P560AC9A,アリシア・キーズ,28.0,2.58,522.6
EP-2512074869,PEFEB011,ケリー・クラークソン,30.0,2.07,511.7
EP-2512074870,PAC6384D,アダム・レヴィーン,35.0,3.36,622.6
EP-251130139,P401D0BC,清水義範,45.0,2.2,525.5
EP-2512074604,P07C0624,道尾秀介,40.0,1.0,508.2
EP-2512074605,P3F69AD6,米澤穂信,35.0,1.39,529.5
EP-2512074610,PC84DAF6,ジョン・スタインベック,45.0,2.98,512.3
EP-2512074612,PF57751,オスカー・ワイルド,35.0,3.25,521.9
EP-2512074619,PEE19063,アニー・ディラード,40.0,2.39,537.4
EP-2512074356,P78C3DCF,マルコス・アウレリウス,55.0,2.79,493.8
EP-2512074357,P0E26591,聖女ヌルハチ,60.0,1.92,540.2
EP-2512074360,PB8F81C2,楊貴妃,35.0,1.0,486.9
EP-2512074362,P5AD921B,シャルルマーニュ,62.0,2.07,557.3
EP-2512074363,P9FD2F20,細川ガラシャ,38.0,1.0,483.0
EP-2512074365,PDCCA0FA,小早川秀秋,21.0,1.9,523.6
EP-2512074367,P5676A70,直江兼続,59.0,2.57,527.2
EP-2512074372,P9C9B734,藤原氏長者,45.0,2.0,481.9
EP-2512074374,P2D60EB4,蜂須賀正勝,55.0,1.62,490.6
EP-2512074375,P21080AE,イヴァン雷帝,50.0,1.0,483.0
EP-2512074376,PDA34867,今川義元,42.0,1.62,504.4
EP-251130141,P04DA54C,山田涼介,28.0,2.25,528.0
EP-2512072074,PE63C5D7,中川翔子,35.0,2.0,557.8
EP-2512072077,P841789A,長谷川博己,46.0,1.4,614.4
EP-2512072079,P570E9A8,柳原可奈子,38.0,1.0,526.7
EP-2512072087,P9BBA413,麻生久美子,42.0,1.0,543.0
EP-2512072091,P9BDD26A,高木ブー以外の高木,75.0,3.46,540.2
EP-2512072092,PE3EA538,欽ちゃん,60.0,1.0,537.2
EP-2512072094,P0580055,三遊亭好楽,70.0,1.39,525.6
EP-2512072095,P8505C64,毒蝮三太夫,80.0,1.96,511.4
EP-2512072096,P5BD6C43,上島竜兵,55.0,1.21,514.3
EP-2512072097,P151FBBC,肥後克広,52.0,1.0,497.8
EP-2512072098,PB080E48,寺門ジモン,50.0,3.36,498.5
EP-2512072099,P05A04C4,笑福亭仁鶴,75.0,2.68,580.2
EP-2512072100,P7B1EE14,桂三枝,65.0,1.0,554.6
EP-2512072102,P2C434C5,ジェレミー・レナー,50.0,1.87,544.5
EP-251130142,P183DBEF,アンディ・グローブ,50.0,3.03,536.1
EP-2512075390,P532CE94,ピーター・ドラッカー,55.0,2.53,526.1
EP-2512075392,P8C1245F,猪子寿之,38.0,3.46,560.0
EP-2512075393,P7769EFC,佐治信忠,55.0,1.0,538.9
EP-2512075395,P6514E38,中島聡,42.0,2.68,534.5
EP-2512075396,PDE72D86,岡本行夫,50.0,1.0,524.5
EP-2512075397,P6C9F1E4,里見治,60.0,3.46,527.7
EP-2512075401,PAEE64F5,マーク・アンドリーセン,35.0,2.16,556.0
EP-2512075402,P8803DCF,サフラ・カッツ,42.0,3.46,527.1
EP-2512075404,PC4E6878,ジャン=ポール・アゴン,55.0,2.99,572.7
EP-2512075072,PFDC0BC9,フレミング,47.0,1.0,485.0
EP-2512075076,PDFCE210,島正博,45.0,1.0,550.5
EP-2512075077,P3B77E73,早川種三,30.0,2.39,529.3
EP-2512075078,PA9F61D8,湯木貞一,35.0,1.0,510.6
EP-2512075079,P1DF3F1A,菊池正士,35.0,1.0,556.6
EP-2512075081,P47CC417,長岡正男,38.0,2.99,617.0
EP-2512075082,P6C02FDE,田中久重,50.0,1.0,608.1
EP-2512075083,P61EC972,ボイル,37.0,1.21,565.8
EP-2512075085,PAF422C7,オイラー,30.0,1.68,591.4
EP-2512075086,PFE7B1B2,リンネ,40.0,3.29,593.7
EP-2512075087,P0224306,フック,35.0,2.07,648.3
EP-2512075088,P91DE2B9,ケルヴィン卿,45.0,2.2,571.2
EP-2512073651,PD612686,谷村新司,45.0,1.71,575.1
EP-2512073652,P9B2E242,富田靖子,35.0,1.71,557.7
EP-2512073653,PEB37FB9,日野皓正,45.0,1.68,581.7
EP-2512073657,P617830F,古今亭志ん朝,45.0,3.46,611.1
EP-2512073658,P4901994,古今亭志ん生,50.0,1.0,532.1
EP-2512073659,P0F5F35F,林家正蔵,48.0,1.0,505.6
EP-2512073660,P3E236D7,狂言師野村万之丞,52.0,2.3,576.2
EP-2512073661,P37A4B52,市川染五郎,38.0,1.62,556.4
EP-2512073662,PFDDF3E6,ラベル,42.0,1.0,492.2
EP-2512073666,P6337ED6,カミュ,40.0,2.58,550.6
EP-2512073667,P0BF8BD0,サルトル,48.0,1.3,598.2
EP-2512073668,PEE0EBF5,ジョイス,42.0,3.07,559.9
EP-2512073671,P7ED6C89,ルノワール,45.0,2.58,532.8
EP-2512071992,PBFABCE9,テニス沢松奈生子,26.0,1.3,540.6
EP-2512072002,PE3563C9,バスケ田臥勇太,22.0,3.37,568.9
EP-2512075574,P0EE4C87,坂本太郎,50.0,2.68,623.5
EP-2512075575,P1261CA2,ワーナー・ハイゼンベルク,35.0,3.38,597.5
EP-2512075576,P919956D,丸山眞男,50.0,1.71,492.9
EP-2512075579,PF96EDCE,西村真琴,48.0,2.96,512.8
EP-2512075581,P6482E11,折口信夫,50.0,1.71,525.8
EP-2512075582,P0E83A71,カール・ユング,45.0,2.49,618.1
EP-2512075587,P8C41F14,今道友信,52.0,1.68,582.8
EP-251130147,PDF8D09B,青山繁晴,58.0,2.3,525.9
EP-2512073121,P5CBC9DC,櫻井よしこ,55.0,1.68,588.7
EP-2512073122,P365AA64,有本香,48.0,1.01,617.3
EP-2512073123,P5FC8726,安田浩一,45.0,2.68,581.5
EP-2512073124,P0EBD718,江川紹子,50.0,2.0,521.5
EP-2512073126,P3990B5B,森永卓郎,58.0,3.46,608.7
EP-2512073127,P670771F,萱野稔人,42.0,1.62,566.7
EP-2512073128,P75D8527,宮台真司,50.0,1.62,568.8
EP-2512073129,P63CEE87,姜尚中,55.0,3.36,564.4
EP-2512073130,P732BEFA,ウラジーミル・ゼレンスキー,44.0,2.07,500.1
EP-2512073134,P58BFA84,古田織部,55.0,1.59,516.1
EP-2512073135,P2B4328E,黒田清輝,45.0,1.92,535.8
EP-2512073136,P21700BF,鳩山一郎,60.0,3.46,560.9
EP-2512073138,PBC791CA,青木理,50.0,1.39,545.4
EP-2512073140,P7A3343D,寺島実郎,60.0,1.21,515.8
EP-2512073142,PDD75147,古賀茂明,55.0,2.68,597.9
EP-251130148,P7F1EFC0,橋田壽賀子,60.0,2.31,608.3
EP-2512074314,P9CE85EE,浅田美代子,40.0,3.46,668.5
EP-2512074315,PD5783C6,片桐はいり,40.0,2.96,589.6
EP-2512074316,PABC77D1,内田也哉子,35.0,2.3,581.7
EP-2512074317,PBF29E48,生瀬勝久,45.0,1.58,501.4
EP-2512074319,P779AA9A,小林薫,50.0,1.3,506.8
EP-2512074326,PE02C435,犬童一心,42.0,2.49,588.2
EP-2512074327,P6DF20B8,萩原健一,35.0,1.0,538.4
EP-2512074328,PA6FBCCD,斎藤工,32.0,1.3,535.1
EP-2512074330,P257FC0F,田中泯,55.0,1.2,521.4
EP-2512074331,PD5783C6,片桐はいり,45.0,2.96,576.5
EP-2512074332,PE5395CD,風間杜夫,45.0,1.68,572.3
EP-2512074333,P302DB93,市川猿之助,40.0,1.0,480.2
EP-2512074334,P9359417,尾上松緑,45.0,2.3,621.7
EP-2512075141,P1A4473A,平原綾香,28.0,1.3,581.4
EP-2512075142,P0C1B121,いきものがかり・水野良樹,30.0,2.87,568.8
EP-2512075145,PC4066C2,ジェイソン・マラーズ,30.0,1.87,608.0
EP-2512073067,PE9E11D0,新貝康司,45.0,3.07,554.3
EP-2512073068,PFA938AB,木村拓也,50.0,1.62,537.0
EP-2512073075,PB539CFD,安田善雄,45.0,1.0,486.1
EP-2512073078,P23C9453,住友友以,40.0,1.62,492.7
EP-2512073079,P7AFE171,中山悦治,50.0,1.0,555.2
EP-2512073080,P85DAF41,古河市兵衛,45.0,1.0,524.6
EP-2512073083,P39F8504,大倉喜八郎,45.0,2.7,556.7
EP-2512073084,P1BF70E2,野村徳七,50.0,1.0,483.1
EP-2512073085,P286C8DE,メリンダ・ゲイツ,40.0,3.07,529.3
EP-2512073087,PE2E6A0A,中島知久平,50.0,2.38,499.6
EP-2512073091,PF1E9A42,石坂泰三,60.0,2.3,573.0
EP-2512073093,P35C98A3,土橋正二郎,50.0,1.0,494.5
EP-251130151,PFAD936B,パブロフ,45.0,1.0,541.5
EP-2512075662,P4DB03E0,島津斉彬,45.0,2.5,595.7
EP-2512075663,P3841A61,森永太一郎,35.0,1.39,595.2
EP-2512075664,P01D4B5B,高峰秀子,30.0,1.0,565.4
EP-2512075665,PBADC9DF,竹中工務店創業者,40.0,1.0,558.0
EP-2512075669,P6EF5DAB,ベル,29.0,2.2,562.7
EP-2512075672,P74C6E25,クルップ,40.0,3.07,514.8
EP-251130152,P6C01F7F,千葉雄大,34.0,1.96,520.4
EP-2512073603,P1EEA1FC,薬師丸ひろ子,58.0,1.0,516.1
EP-2512073604,P4D2E1F8,キアヌ・リーブス,59.0,2.49,488.5
EP-2512073608,PAE9E893,佐野史郎,40.0,3.46,565.7
EP-2512073609,PBFFAF29,萬田久子,45.0,2.39,527.3
EP-2512073611,P4CDA770,カミラ・カベロ,24.0,3.17,498.9
EP-2512073612,P436C0B6,佐藤二朗,48.0,1.59,482.6
EP-2512073616,PA0D9AA2,サンシャイン池崎,32.0,1.2,479.0
EP-2512073619,PCCECFE2,ゆりやんレトリィバァ,28.0,2.46,502.2
EP-2512073620,PC14F326,小籔千豊,42.0,1.39,588.4
EP-2512073621,P1DCBFA9,野田洋次郎,32.0,1.96,561.6
EP-251130153,P8FB23D0,上戸彩,30.0,2.96,608.8
EP-2512073040,P924D47A,沢尻エリカ,30.0,1.0,528.8
EP-2512073041,PC905659,松田翔太,35.0,1.39,526.5
EP-2512073042,P6C91EB8,仲間由紀恵,40.0,1.68,550.4
EP-2512073043,P8034109,内野聖陽,50.0,1.21,559.3
EP-2512073044,PE9DBAE7,サンドラ・オー,50.0,2.27,490.0
EP-2512073045,PDDB5E6B,ダニエル・クレイグ,50.0,2.46,572.5
EP-2512073050,P5F34AD4,綾野剛,32.0,1.4,511.5
EP-2512073051,P4BB0CCF,菅野美穂,35.0,1.0,570.1
EP-2512073053,P9A30006,ジェシカ・チャステイン,38.0,1.49,503.1
EP-2512073054,P309BC55,伊藤英明,38.0,1.68,537.8
EP-2512073055,P1A2DF2F,吉瀬美智子,40.0,2.68,572.3
EP-2512073056,P820E672,鈴木亮平,36.0,3.25,543.7
EP-2512073058,P924D47A,沢尻エリカ,26.0,1.68,563.4
EP-2512073063,PB85F50A,ブリー・ラーソン,28.0,3.06,549.7
EP-251130154,P25D3A1C,万田邦敏,50.0,2.38,601.8
EP-2512073148,PDEA3849,中村歌右衛門,50.0,3.46,577.3
EP-2512073150,PFA40B13,春風亭一之輔,35.0,2.8,546.0
EP-2512073151,PAE96371,狂言師茂山千作,60.0,2.0,541.8
EP-2512073152,P70DC70C,ケイト・ブランシェット,40.0,2.07,574.0
EP-2512073156,P8B11DD0,エミール・ゾラ,40.0,1.87,567.2
EP-2512073157,P67B9F25,内藤礼,50.0,1.58,573.9
EP-2512073162,P26C270E,福田平八郎,45.0,1.01,536.2
EP-2512073166,PF482C14,三木のり平,55.0,1.92,532.2
EP-2512073169,P3CE8882,赤井英和,45.0,1.58,519.9
EP-2512073171,P169B4D2,千住博,50.0,2.39,551.7
EP-2512074378,P7C7879E,岩崎恭子,35.0,1.5,488.0
EP-2512074379,PB424601,江川卓,25.0,2.2,540.1
EP-2512074385,PE5A1D09,高橋陽一,35.0,2.07,524.0
EP-2512074390,PDC248B2,マイク・タイソン,20.0,1.92,618.9
EP-251130156,PA7BC1AE,シュリニヴァーサ・ラマヌジャン,30.0,3.07,509.6
EP-2512075344,PAE13E0A,大隅典子,52.0,1.0,491.0
EP-2512075345,PF81E85E,ロバート・コッホ,40.0,2.2,513.6
EP-2512075346,P1C7E3E8,山岸明彦,45.0,3.18,634.8
EP-2512075347,P650A457,堀越桂,48.0,1.9,547.7
EP-2512075348,P46B1379,竹内郁雄,55.0,2.87,521.5
EP-2512075349,P7E95417,中島啓,60.0,1.92,570.0
EP-2512075351,P4E86483,マリー・アントワーヌ・ラヴォアジエ,40.0,1.3,561.2
EP-2512075352,P775437D,浅島誠,58.0,3.36,547.4
EP-2512075355,PD63C730,川人光男,55.0,3.36,525.0
EP-2512075356,PB7A33FA,谷口維紹,62.0,1.2,541.8
EP-251207047,P97A6F25,マクスウェル,35.0,1.3,552.9
EP-251207048,PC01ED74,フェルマー,40.0,3.25,493.6
EP-251207050,PCA756C4,ラマヌジャン,25.0,3.46,500.9
EP-251207054,PED9B72B,長沢工,55.0,1.21,608.2
EP-251207056,PA62788B,さかなクン,35.0,1.01,526.0
EP-251207058,P3BFFE59,竹内好,40.0,1.21,511.3
EP-251207059,PD51C86F,吉本隆明,50.0,1.0,518.1
EP-251207060,P5D1F4AB,網野善彦,55.0,1.21,534.6
EP-251207061,P09F13FF,石母田正,45.0,2.8,514.7
EP-251207062,P7728C56,家永三郎,50.0,2.09,540.3
EP-251207063,P42E6DCC,色川大吉,55.0,1.0,498.2
EP-2512075125,P69AB8E1,鈴木雅之,45.0,2.25,507.0
EP-2512075126,P5902354,田島貴男,50.0,1.01,503.2
EP-2512075131,P6618B38,レイ・チャールズ,45.0,3.08,536.0
EP-251207067,PD7C63B5,石川優子,25.0,1.0,510.5
EP-251207069,P4A92709,荒井由実,22.0,3.25,616.6
EP-251207074,P5DA1664,ジョニ・ミッチェル,25.0,2.07,517.9
EP-251130159,PDDD48A3,青木盛久,45.0,2.83,613.9
EP-2512073530,P60F9C80,福田己津央,50.0,2.58,608.4
EP-2512073531,PA1935D5,斎藤圭一郎,42.0,1.39,516.3
EP-2512073532,P701305F,Valve・Gabe Newell,55.0,2.58,559.9
EP-2512073536,P44E4191,スコット・マクラウド,58.0,1.58,550.5
EP-2512073538,PB9A2633,田畠裕基,32.0,1.96,549.1
EP-2512073539,P1B7ED27,ufotable・近藤光,55.0,1.92,556.5
EP-2512073540,PEEB2057,WIT STUDIO・和田丈嗣,48.0,2.07,493.4
EP-2512073544,P028FABA,コナミ・上月景正,75.0,2.58,563.1
EP-2512073545,PB163C36,任天堂・古川俊太郎,60.0,3.47,542.7
EP-2512073546,P71A0413,Bethesda・Todd Howard,52.0,1.92,593.5
EP-2512073550,P78E040F,Activision・Bobby Kotick,58.0,2.0,551.9
EP-2512073551,P03CA0C5,空知英秋,48.0,2.58,602.5
EP-2512073552,P8E084A2,古舘春一,30.0,1.58,524.9
EP-2512073553,P423C578,赤坂アカ,35.0,2.3,617.2
EP-2512074965,P25AB01E,サン＝テグジュペリ,40.0,1.58,524.7
EP-2512074971,P0995FC3,イアン・マキューアン,45.0,1.2,497.4
EP-2512074974,P951526D,高樹のぶ子,45.0,1.59,557.3
EP-2512074979,P8E9B808,坂東眞砂子,45.0,3.39,544.5
EP-251207085,P485A56C,高橋洋,55.0,2.2,568.8
EP-251207086,PC361035,黒川清,65.0,2.88,552.8
EP-251207093,PBC3C340,ジョン・フォン・ノイマン,50.0,2.83,504.1
EP-251207101,P5770BDB,アイバン・サザランド,40.0,2.46,651.1
EP-251207109,PD001957,宮本和知,32.0,3.18,575.1
EP-251207117,P614B0AC,稲葉篤紀,30.0,3.38,515.2
EP-251207185,P9A675D3,佐々木蔵之介,35.0,3.38,480.2
EP-251207186,P2B13C99,田中哲司,40.0,3.38,504.2
EP-251207132,PC9A5F9C,水野晴郎,45.0,3.38,580.4
EP-251207133,PA2CAA7A,小日向文世,40.0,3.38,508.3
EP-251207136,P6B01F5B,井浦新,41.0,2.8,550.8
EP-251207138,P33B2D6D,田畑智子,35.0,3.38,504.1
EP-251207141,PBF21743,豊川悦司,38.0,3.18,553.9
EP-251207214,PC7153A3,田嶋陽子,55.0,1.71,577.5
EP-251207215,PE679F94,金美齢,60.0,2.09,507.5
EP-251207219,PD61340E,小沢一郎,55.0,2.0,553.6
EP-251207225,P383D18A,鳩山威一郎,52.0,2.09,532.7
EP-251207228,PB8804CB,石井一,55.0,2.0,500.0
EP-251207231,P852FCD7,町村信孝,56.0,2.8,545.8
EP-251207820,P644C8B7,李嘉誠,35.0,3.38,494.8
EP-251207829,PF93B0D5,岩崎小弥太,45.0,2.38,511.0
EP-251207832,P9327525,安田保善,42.0,2.31,505.5
EP-251207834,PC38E508,川崎正蔵,40.0,2.31,495.1
EP-251207655,P4CCDD5B,石田純一,35.0,2.96,529.8
EP-251207659,PCD4254E,狩野芳崖,55.0,2.2,505.2
EP-251207664,PB34B6FD,雪舟,50.0,1.21,486.3
EP-251207665,P0DCD603,小林古径,45.0,2.09,505.7
EP-251207666,P783B0EF,橋本雅邦,50.0,1.21,488.9
EP-251207667,PD13C827,森川許六,40.0,1.0,505.5
EP-251207669,P9CCAD6B,下村観山,40.0,1.71,578.2
EP-251207671,P93B9697,並河靖之,50.0,1.92,546.6
EP-251207672,P763C86F,津田青楓,40.0,2.0,538.1
EP-2512071294,P7FFB8CA,孫文,45.0,3.38,572.0
EP-2512071300,PD3744D4,今川氏真,26.0,1.0,374.8
EP-2512071306,P51CC0BB,山名宗全,60.0,1.0,504.6
EP-2512071313,P5F09115,後藤象二郎,42.0,1.62,516.0
EP-251207873,PB46084C,峯田和伸,42.0,3.0,526.7
EP-251207877,P1DEBFEE,白濱亜嵐,26.0,3.38,521.9
EP-251207882,P40796CE,山本美月,28.0,3.19,500.6
EP-251207270,P5208A2E,鈴木忠雄,40.0,2.8,512.3
EP-251207277,P8517239,竹中工務店創業者竹中藤右衛門,38.0,2.99,512.1
EP-251207286,P3631F87,大橋光夫,38.0,2.38,523.7
EP-251207291,P35AC7A0,安藤宏基,48.0,2.09,583.3
EP-251207292,PC78778A,星野リゾート星野佳路,42.0,3.18,588.8
EP-2512071074,P5C4E72E,木下是雄,50.0,1.71,503.0
EP-2512071085,P32EFD7F,リン・マーグリス,45.0,2.8,580.9
EP-251207340,P755509B,本阿弥光悦,45.0,1.21,523.0
EP-251207341,P2A228C3,俵屋宗達,38.0,2.0,527.8
EP-251207343,P819093A,エミール・ガレ,40.0,2.58,512.2
EP-251207344,P860C144,オーギュスト・コント,35.0,2.2,509.1
EP-251207345,P5F8FDDA,ヘンデル,40.0,3.46,534.4
EP-251207354,PD33B1E5,石橋蓮司,45.0,3.38,520.9
EP-251207357,P4941C66,マリア・カラス,40.0,2.0,481.5
EP-2512071462,PD00F847,内田康夫,45.0,2.8,500.8
EP-2512071478,P0995FC3,イアン・マキューアン,33.0,2.8,512.2
EP-2512071019,PFD9E2A7,勝野洋,35.0,2.76,506.6
EP-2512071021,PA3D978B,山田五十鈴,40.0,3.38,493.5
EP-2512071022,P1E7E752,笠智衆,50.0,2.09,546.0
EP-2512071023,P401FC95,岩下志麻,30.0,1.71,486.7
EP-2512071118,P7AF08BA,時枝誠記,45.0,2.47,537.9
EP-2512071121,PA647C8E,ガリレオ・ガリレイ,46.0,2.2,502.7
EP-2512071130,PED4DBC2,ニコラ・テスラ,40.0,3.29,482.7
EP-2512071131,P5CF6345,メンデレーエフ,35.0,3.46,569.6
EP-2512071133,P4954218,アラン・チューリング,39.0,2.8,501.0
EP-251207389,P7067795,丹羽宇一郎,55.0,2.0,509.1
EP-251207390,PF0F5C5D,荻上チキ,35.0,3.38,549.7
EP-251207398,P49AD4C5,三木武夫,58.0,3.18,538.0
EP-251207402,P8DD847D,コンドルセ侯爵,45.0,2.3,493.4
EP-251207406,PB77515F,スーザン・B・アンソニー,52.0,3.29,519.5
EP-251207414,P1C12113,河合栄治郎,42.0,1.71,537.3
EP-251207415,P5AFBD1B,矢内原忠雄,47.0,3.38,518.1
EP-251207416,P7BA3387,安岡正篤,55.0,2.47,533.2
EP-251207417,PC2234AC,吉野作造,38.0,2.8,499.2
EP-251207453,P9F63FA0,ヒロ,42.0,3.38,506.6
EP-2512073804,P42FC1AA,岡本真夜,28.0,3.18,514.9
EP-2512073812,PE40C0F6,西城秀樹,30.0,3.18,500.4
EP-2512073818,P560AC9A,アリシア・キーズ,28.0,3.18,553.1
EP-2512074122,PC3BD2CA,パトリック・チャン,25.0,3.37,512.5
EP-2512073986,PEAC9BF5,許斐剛,31.0,2.76,538.9
EP-2512073993,PAEC0A93,高橋留美子,33.0,3.38,486.9
EP-2512073996,P569EDC7,真島ヒロ,32.0,3.08,483.8
EP-2512073999,P119A237,麻枝准,33.0,2.09,538.8
EP-2512074913,P975B2FB,コッホ,35.0,1.0,522.9
EP-2512074914,P8921120,ゼンメルワイス,40.0,3.29,560.0
EP-2512074920,PF2154C6,アンドレ・マリー・アンペア,40.0,3.07,605.3
EP-2512074921,P70A1255,ハインリッヒ・ヘルツ,31.0,2.2,510.1
EP-2512074922,PCDA6598,アントワーヌ・ラヴォアジエ,35.0,2.2,539.8
EP-2512074923,PEEE4921,ジョン・ダルトン,38.0,1.92,513.9
EP-2512074924,P96D3302,青色LED開発チーム,45.0,3.0,613.6
EP-2512074925,P437C035,ASIMO開発チーム,40.0,3.08,599.3
EP-2512074926,PB875522,甘利俊一,50.0,2.8,535.0
EP-2512074927,P2AC8021,田中好子,38.0,2.8,631.0
EP-2512071781,P4BDE86E,伊藤美咲,24.0,2.58,507.7
EP-2512073282,P57C1AF6,内田百閒,45.0,3.38,485.5
EP-2512073285,P54B090E,立原道造,24.0,2.09,495.6
EP-2512073289,P0B3D944,澁澤龍彦,38.0,3.0,478.7
EP-2512073291,P29B35AD,オクタビオ・パス,45.0,2.8,506.9
EP-2512073292,P99C89E9,ミラン・クンデラ,40.0,3.38,522.9
EP-2512073298,P0058EDD,フリオ・コルタサル,40.0,3.38,548.2
EP-2512073866,PEB29B9A,トヨタ自動車創業者豊田佐吉,45.0,2.09,483.2
EP-2512073887,P43B3FBD,ソニー創業者井深大,35.0,3.38,533.6
EP-2512071819,P9D590B6,稀勢の里寛,31.0,3.19,515.1
EP-251207561,P6742861,三浦朱門,45.0,1.71,492.2
EP-251207719,PE551969,坂井利之,52.0,2.8,512.8
EP-251207724,P0FF51E0,アレクサンダー・ボロディン,31.0,2.79,512.6
EP-251207729,PE71B587,近藤滋,41.0,3.38,543.5
EP-251207730,P47C92B8,グスタフ・キルヒホフ,36.0,3.27,502.4
EP-2512071716,P13EBABC,三浦友和,65.0,2.8,556.3
EP-2512071720,PA3A5120,ほっしゃん。,35.0,3.46,554.4
EP-2512071723,PBD87372,浅草キッド,40.0,3.0,512.7
EP-2512071874,P9546B3C,稲森いずみ,32.0,3.19,564.8
EP-2512071879,P8E8C84C,市川中車,48.0,2.8,525.8
EP-2512071890,P6E050E2,岡田惠和,45.0,2.09,538.4
EP-2512075281,PA816B5E,北条時政,58.0,1.62,505.5
EP-2512075282,PAABFBD5,足利義輝,30.0,1.0,495.1
EP-2512075287,PF880C3F,桂小太郎,28.0,1.62,530.0
EP-2512075290,P3A64118,ルートヴィヒ・ヴァン・ベートーヴェン,35.0,3.17,552.2
EP-2512073489,P64EB5D3,楢崎正剛,40.0,3.38,564.6
EP-2512073490,P5D98E97,土肥洋一,44.0,3.38,490.7
EP-2512073491,P1C0B7AC,曙太郎,35.0,1.71,495.7
EP-2512073492,PF5FE4F2,武蔵丸光洋,36.0,2.58,562.5
EP-2512075472,P5E8DDCE,白石一文,44.0,3.19,556.9
EP-2512071686,PBACE248,岡田茂吉,43.0,2.8,540.0
EP-2512071690,PF09D3AA,宮澤喜一,60.0,2.8,504.3
EP-2512071691,P4797C8A,羽田孜,57.0,1.71,529.5
EP-2512071693,P0D2B5A9,井上弘,52.0,2.47,531.4
EP-2512071702,P64FEF30,宮内庁長官,55.0,3.38,563.0
EP-2512071707,P118D606,イーロン・リーヴ・マスク,33.0,3.38,543.4
EP-2512071585,PAE07166,河森正治,32.0,3.38,558.7
EP-2512071598,PCD9772C,Hergé,38.0,3.38,480.6
EP-2512071603,P4FA90DA,稲垣理一郎,35.0,3.38,580.6
EP-2512074440,P4C78B64,城山三郎,48.0,2.8,513.2
EP-2512074444,P9AF74A8,藤子不二雄,35.0,3.38,530.8
EP-2512074445,PEF5FCD2,岡本かの子,45.0,3.0,484.5
EP-2512074446,P19B2626,里見弴,50.0,2.09,517.5
EP-2512075531,P49F493A,川崎重工業創業者川崎正蔵,55.0,2.5,551.8
EP-2512075532,P7E16309,八木宏,41.0,3.38,648.4
EP-2512075537,P19B0AE3,カール・リンネ,41.0,2.58,525.6
EP-2512075540,P458F77B,森田道博,50.0,3.38,503.6
EP-2512073756,P7763355,ダオコ,24.0,2.8,533.9
EP-2512073761,P677739C,世良譲,35.0,2.8,492.1
EP-2512073767,PB893FC1,服部克久,55.0,2.09,547.7
EP-2512072858,P6D46023,リチャード・フランシス・バートン,40.0,3.07,496.4
EP-2512072861,P824855F,オットー・ノルデンショルド,35.0,3.38,523.8
EP-2512072865,P1B152CE,服部半蔵,30.0,1.0,397.5
EP-2512072866,P7395AA4,藤原審爾,42.0,3.18,582.4
EP-2512072867,PFFAC19E,大島康徳,38.0,2.8,513.7
EP-2512074094,PA35E47A,デーモン閣下,50.0,2.8,519.7
EP-2512074095,P2E67267,つるの剛士,38.0,3.18,540.3
EP-2512071745,P8B00765,海老蔵,35.0,2.0,490.5
EP-2512071750,P048D1AE,木下惠介,42.0,2.8,484.3
EP-2512071752,PFF3645C,鈴木清順,43.0,2.8,492.0
EP-2512071753,P0A7B57A,横溝正史,40.0,3.38,558.1
EP-2512071763,PF6C5EE4,安藤忠雄,40.0,3.19,546.2
EP-2512071766,P505D34D,陶芸家・人間国宝・金重陶陽,45.0,1.71,520.3
EP-2512071767,P7761DC1,小津安二郎,38.0,3.18,603.4
EP-2512071773,P1EF680A,華道家・池坊専永,50.0,2.09,498.5
EP-2512075178,PEE7258F,永田恭介,58.0,3.29,559.6
EP-2512075181,P234A619,橋本治,55.0,2.8,527.7
EP-2512075182,P641F985,清水幾太郎,50.0,1.71,546.0
EP-2512075185,P028DE85,苅谷剛彦,50.0,2.8,532.8
EP-2512075186,P19D00E8,広井良典,55.0,2.8,525.6
EP-2512075188,P2D9E09E,御厨貴,65.0,3.0,555.2
EP-2512075190,PF7693B4,細谷雄一,48.0,3.38,505.0
EP-2512074027,PA0900F2,川崎宗則,29.0,3.38,549.2
